jogo,data,fase,grupo,mandante,palpite,visitante,P_mandante,P_empate,P_visitante,ousado,mais_provavel,prorrogacao,penaltis,avanca,status,placar_real
1,2026-06-11,group,A,México,2x0,África do Sul,,,,,,,,,FINAL,2x0
2,2026-06-11,group,A,Coreia do Sul,2x1,República Tcheca,,,,,,,,,FINAL,2x1
3,2026-06-12,group,B,Canadá,1x1,Bósnia e Herzegovina,,,,,,,,,FINAL,1x1
4,2026-06-12,group,D,Estados Unidos,4x1,Paraguai,,,,,,,,,FINAL,4x1
5,2026-06-13,group,D,Austrália,2x0,Turquia,,,,,,,,,FINAL,2x0
6,2026-06-13,group,C,Brasil,1x1,Marrocos,,,,,,,,,FINAL,1x1
7,2026-06-13,group,C,Haiti,0x1,Escócia,,,,,,,,,FINAL,0x1
8,2026-06-13,group,B,Catar,1x1,Suíça,,,,,,,,,FINAL,1x1
9,2026-06-14,group,E,Alemanha,7x1,Curaçao,,,,,,,,,FINAL,7x1
10,2026-06-14,group,E,Costa do Marfim,1x0,Equador,,,,,,,,,FINAL,1x0
11,2026-06-14,group,F,Holanda,2x2,Japão,,,,,,,,,FINAL,2x2
12,2026-06-14,group,F,Suécia,5x1,Tunísia,,,,,,,,,FINAL,5x1
13,2026-06-15,group,G,Bélgica,1x1,Egito,,,,,,,,,FINAL,1x1
14,2026-06-15,group,G,Irã,2x2,Nova Zelândia,,,,,,,,,FINAL,2x2
15,2026-06-15,group,H,Arábia Saudita,1x1,Uruguai,,,,,,,,,FINAL,1x1
16,2026-06-15,group,H,Espanha,0x0,Cabo Verde,,,,,,,,,FINAL,0x0
17,2026-06-16,group,J,Argentina,3x0,Argélia,,,,,,,,,FINAL,3x0
18,2026-06-16,group,J,Áustria,3x1,Jordânia,,,,,,,,,FINAL,3x1
19,2026-06-16,group,I,França,3x1,Senegal,,,,,,,,,FINAL,3x1
20,2026-06-16,group,I,Iraque,1x4,Noruega,,,,,,,,,FINAL,1x4
21,2026-06-17,group,L,Inglaterra,4x2,Croácia,,,,,,,,,FINAL,4x2
22,2026-06-17,group,L,Gana,1x0,Panamá,,,,,,,,,FINAL,1x0
23,2026-06-17,group,K,Portugal,1x1,RD Congo,,,,,,,,,FINAL,1x1
24,2026-06-17,group,K,Uzbequistão,1x3,Colômbia,,,,,,,,,FINAL,1x3
25,2026-06-18,group,B,Canadá,6x0,Catar,,,,,,,,,FINAL,6x0
26,2026-06-18,group,A,República Tcheca,1x1,África do Sul,,,,,,,,,FINAL,1x1
27,2026-06-18,group,A,México,1x0,Coreia do Sul,,,,,,,,,FINAL,1x0
28,2026-06-18,group,B,Suíça,4x1,Bósnia e Herzegovina,,,,,,,,,FINAL,4x1
29,2026-06-19,group,C,Brasil,3x0,Haiti,,,,,,,,,FINAL,3x0
30,2026-06-19,group,C,Escócia,0x1,Marrocos,,,,,,,,,FINAL,0x1
31,2026-06-19,group,D,Turquia,0x1,Paraguai,,,,,,,,,FINAL,0x1
32,2026-06-19,group,D,Estados Unidos,2x0,Austrália,,,,,,,,,FINAL,2x0
33,2026-06-20,group,E,Equador,0x0,Curaçao,,,,,,,,,FINAL,0x0
34,2026-06-20,group,E,Alemanha,2x1,Costa do Marfim,,,,,,,,,FINAL,2x1
35,2026-06-20,group,F,Holanda,5x1,Suécia,,,,,,,,,FINAL,5x1
36,2026-06-20,group,F,Tunísia,0x4,Japão,,,,,,,,,FINAL,0x4
37,2026-06-21,group,G,Bélgica,0x0,Irã,,,,,,,,,FINAL,0x0
38,2026-06-21,group,G,Nova Zelândia,1x3,Egito,,,,,,,,,FINAL,1x3
39,2026-06-21,group,H,Espanha,4x0,Arábia Saudita,,,,,,,,,FINAL,4x0
40,2026-06-21,group,H,Uruguai,2x2,Cabo Verde,,,,,,,,,FINAL,2x2
41,2026-06-22,group,J,Argentina,1x0,Áustria,66%,23%,11%,,1x0,,,,PREVISTO,
42,2026-06-22,group,I,França,3x0,Iraque,88%,9%,3%,,2x0,,,,PREVISTO,
43,2026-06-22,group,J,Jordânia,1x2,Argélia,16%,22%,62%,,1x2,,,,PREVISTO,
44,2026-06-22,group,I,Noruega,2x1,Senegal,49%,26%,25%,,1x1,,,,PREVISTO,
45,2026-06-23,group,K,Colômbia,1x0,RD Congo,60%,25%,15%,,1x0,,,,PREVISTO,
46,2026-06-23,group,L,Inglaterra,2x0,Gana,75%,17%,8%,,2x0,,,,PREVISTO,
47,2026-06-23,group,L,Panamá,0x2,Croácia,14%,22%,64%,,1x1,,,,PREVISTO,
48,2026-06-23,group,K,Portugal,2x0,Uzbequistão,78%,15%,7%,,2x0,,,,PREVISTO,
49,2026-06-24,group,B,Bósnia e Herzegovina,2x1,Catar,62%,21%,17%,,2x1,,,,PREVISTO,
50,2026-06-24,group,B,Suíça,2x1,Canadá,34%,31%,35%,⚡,1x1,,,,PREVISTO,
51,2026-06-24,group,A,República Tcheca,0x2,México,19%,24%,57%,,0x1,,,,PREVISTO,
52,2026-06-24,group,C,Marrocos,2x0,Haiti,80%,15%,5%,,1x0,,,,PREVISTO,
53,2026-06-24,group,C,Escócia,0x1,Brasil,13%,21%,66%,,0x1,,,,PREVISTO,
54,2026-06-24,group,A,África do Sul,0x1,Coreia do Sul,18%,27%,55%,,0x1,,,,PREVISTO,
55,2026-06-25,group,E,Curaçao,0x2,Costa do Marfim,5%,14%,81%,,0x2,,,,PREVISTO,
56,2026-06-25,group,E,Equador,0x1,Alemanha,21%,26%,53%,,0x1,,,,PREVISTO,
57,2026-06-25,group,F,Japão,3x1,Suécia,58%,24%,18%,,1x1,,,,PREVISTO,
58,2026-06-25,group,D,Paraguai,0x0,Austrália,29%,40%,31%,,0x0,,,,PREVISTO,
59,2026-06-25,group,F,Tunísia,0x3,Holanda,3%,9%,88%,,0x3,,,,PREVISTO,
60,2026-06-25,group,D,Turquia,0x2,Estados Unidos,19%,22%,59%,,1x1,,,,PREVISTO,
61,2026-06-26,group,H,Cabo Verde,1x0,Arábia Saudita,43%,30%,27%,,1x0,,,,PREVISTO,
62,2026-06-26,group,G,Egito,1x0,Irã,39%,35%,26%,,0x0,,,,PREVISTO,
63,2026-06-26,group,G,Nova Zelândia,0x2,Bélgica,8%,15%,77%,,0x2,,,,PREVISTO,
64,2026-06-26,group,I,Noruega,1x2,França,24%,24%,52%,,1x1,,,,PREVISTO,
65,2026-06-26,group,I,Senegal,2x0,Iraque,69%,20%,11%,,2x0,,,,PREVISTO,
66,2026-06-26,group,H,Uruguai,0x2,Espanha,12%,23%,65%,,0x1,,,,PREVISTO,
67,2026-06-27,group,J,Argélia,1x2,Áustria,28%,30%,42%,,1x1,,,,PREVISTO,
68,2026-06-27,group,K,Colômbia,1x2,Portugal,31%,27%,42%,,1x1,,,,PREVISTO,
69,2026-06-27,group,L,Croácia,1x0,Gana,55%,26%,19%,,1x0,,,,PREVISTO,
70,2026-06-27,group,K,RD Congo,1x0,Uzbequistão,44%,29%,27%,,1x0,,,,PREVISTO,
71,2026-06-27,group,J,Jordânia,0x3,Argentina,4%,10%,86%,,0x3,,,,PREVISTO,
72,2026-06-27,group,L,Panamá,0x2,Inglaterra,8%,13%,79%,,0x2,,,,PREVISTO,
73,2026-06-28,R32,,Coreia do Sul,0x1,Suíça,38%,,,,,Suíça,Suíça,Suíça,PREVISTO,
74,2026-06-29,R32,,Alemanha,2x0,Escócia,83%,,,,,Alemanha,Alemanha,Alemanha,PREVISTO,
75,2026-06-29,R32,,Holanda,1x0,Marrocos,51%,,,,,Vai aos pênaltis,Holanda,Holanda,PREVISTO,
76,2026-06-29,R32,,Brasil,1x0,Japão,57%,,,,,Vai aos pênaltis,Brasil,Brasil,PREVISTO,
77,2026-06-30,R32,,França,2x0,Paraguai,86%,,,,,França,França,França,PREVISTO,
78,2026-06-30,R32,,Costa do Marfim,0x1,Noruega,35%,,,,,Noruega,Noruega,Noruega,PREVISTO,
79,2026-06-30,R32,,México,2x1,Suécia,74%,,,,,México,México,México,PREVISTO,
80,2026-07-01,R32,,Inglaterra,2x0,Senegal,82%,,,,,Inglaterra,Inglaterra,Inglaterra,PREVISTO,
81,2026-07-01,R32,,Estados Unidos,2x0,Bósnia e Herzegovina,87%,,,,,Estados Unidos,Estados Unidos,Estados Unidos,PREVISTO,
82,2026-07-01,R32,,Egito,1x0,Argélia,57%,,,,,Vai aos pênaltis,Egito,Egito,PREVISTO,
83,2026-07-02,R32,,Portugal,2x1,Croácia,73%,,,,,Portugal,Portugal,Portugal,PREVISTO,
84,2026-07-02,R32,,Espanha,2x0,Áustria,83%,,,,,Espanha,Espanha,Espanha,PREVISTO,
85,2026-07-02,R32,,Canadá,1x0,Irã,67%,,,,,Canadá,Canadá,Canadá,PREVISTO,
86,2026-07-03,R32,,Argentina,1x0,Cabo Verde,94%,,,,,Argentina,Argentina,Argentina,PREVISTO,
87,2026-07-03,R32,,Colômbia,2x0,Gana,85%,,,,,Colômbia,Colômbia,Colômbia,PREVISTO,
88,2026-07-03,R32,,Austrália,0x1,Bélgica,38%,,,,,Bélgica,Bélgica,Bélgica,PREVISTO,
89,2026-07-04,R16,,Suíça,1x2,Holanda,26%,,,,,Holanda,Holanda,Holanda,PREVISTO,
90,2026-07-04,R16,,Alemanha,1x2,França,47%,,,,,Vai aos pênaltis,França,França,PREVISTO,
91,2026-07-05,R16,,Brasil,2x1,Noruega,68%,,,,,Brasil,Brasil,Brasil,PREVISTO,
92,2026-07-05,R16,,México,0x1,Inglaterra,38%,,,,,Inglaterra,Inglaterra,Inglaterra,PREVISTO,
